PortNumber,AccNumber,LocNumber,CountryCode,LocPerilsCovered,LocCurrency,AreaCode,AreaName,GeogScheme1,GeogName1,Latitude,Longitude,BuildingTIV,ConstructionCode,OccupancyCode,LocDed1Building,DedCode1Building,DedType1Building,LocLimit1Building,LimitType1Building,OrgConstructionScheme,OrgConstructionCode,OrgOccupancyScheme,OrgOccupancyCode
1,A0001,LOC00148,US,WTC,USD,FL,Florida,CNTY,Lee,26.5602,-81.8511,442457,5150,1051,8849,0,0,442457,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00149,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6579,-80.2259,649750,5100,1051,12995,0,0,649750,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00150,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7234,-80.3937,199947,5100,1055,9997,0,0,199947,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00151,US,WTC,USD,FL,Florida,CNTY,Collier,26.0639,-81.5892,306613,5100,1051,15331,0,0,306613,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00152,US,WTC,USD,FL,Florida,CNTY,Collier,26.1352,-81.5785,175392,5100,1051,3508,0,0,175392,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00153,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5111,-80.3227,123163,5100,1051,6158,0,0,123163,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00154,US,WTC,USD,FL,Florida,CNTY,Lee,26.595,-81.8445,459830,5050,1051,9197,0,0,459830,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00155,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6103,-80.3956,406510,5050,1051,40651,0,0,406510,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00156,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.825,-82.7809,617493,5100,1051,12350,0,0,617493,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00157,US,WTC,USD,FL,Florida,CNTY,Broward,26.1264,-80.2932,548851,5050,1051,10977,0,0,548851,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00158,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8816,-82.7028,426313,5350,1051,21316,0,0,426313,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00159,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.923,-82.2807,553672,5050,1055,11073,0,0,553672,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00160,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.1271,-82.0793,336172,5050,1051,6723,0,0,336172,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00161,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6002,-80.4524,491231,5150,1051,9825,0,0,491231,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00162,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7756,-80.9578,190300,5050,1051,9515,0,0,190300,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00163,US,WTC,USD,FL,Florida,CNTY,Broward,25.9403,-80.1932,473882,5050,1051,23694,0,0,473882,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00164,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5206,-80.3902,607683,5100,1051,30384,0,0,607683,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00165,US,WTC,USD,FL,Florida,CNTY,Lee,26.5237,-81.6662,199460,5050,1055,9973,0,0,199460,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00166,US,WTC,USD,FL,Florida,CNTY,Broward,26.0814,-80.3378,363694,5150,1051,18185,0,0,363694,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00167,US,WTC,USD,FL,Florida,CNTY,Collier,26.2382,-81.5676,207260,5150,1051,20726,0,0,207260,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00168,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9335,-82.3799,224711,5100,1051,11236,0,0,224711,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00169,US,WTC,USD,FL,Florida,CNTY,Broward,26.2788,-80.3352,136537,5100,1051,13654,0,0,136537,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00170,US,WTC,USD,FL,Florida,CNTY,Monroe,24.8062,-80.9751,999231,5350,1051,49962,0,0,999231,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00171,US,WTC,USD,FL,Florida,CNTY,Broward,26.1537,-80.2154,845899,5100,1051,42295,0,0,845899,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00172,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6411,-80.1681,544900,5050,1055,10898,0,0,544900,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00173,US,WTC,USD,FL,Florida,CNTY,Broward,26.1504,-80.1741,1799240,5100,1055,89962,0,0,1799240,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00174,US,WTC,USD,FL,Florida,CNTY,Monroe,24.9719,-81.0095,297556,5050,1051,5951,0,0,297556,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00175,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.378,-80.4332,4347111,5050,1051,217356,0,0,4347111,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00176,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4098,-80.1296,288221,5100,1051,5764,0,0,288221,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00177,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5957,-80.1606,430790,5050,1055,8616,0,0,430790,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00178,US,WTC,USD,FL,Florida,CNTY,Monroe,24.8015,-81.0719,250132,5050,1051,25013,0,0,250132,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00179,US,WTC,USD,FL,Florida,CNTY,Collier,26.169,-81.6694,474917,5100,1051,23746,0,0,474917,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00180,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9973,-82.3943,698443,5100,1055,34922,0,0,698443,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00181,US,WTC,USD,FL,Florida,CNTY,Collier,26.0616,-81.5063,316815,5050,1055,15841,0,0,316815,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00182,US,WTC,USD,FL,Florida,CNTY,Collier,26.2019,-81.6364,1529009,5050,1051,76450,0,0,1529009,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00183,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.753,-80.1873,425074,5050,1051,42507,0,0,425074,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00184,US,WTC,USD,FL,Florida,CNTY,Broward,26.1684,-80.3064,436310,5050,1055,21816,0,0,436310,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00185,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0463,-82.2269,163427,5150,1051,8171,0,0,163427,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00186,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9273,-82.7847,493529,5150,1055,24676,0,0,493529,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00187,US,WTC,USD,FL,Florida,CNTY,Broward,26.0939,-80.4076,311554,5100,1051,15578,0,0,311554,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00188,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6798,-80.3776,209928,5100,1051,10496,0,0,209928,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00189,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9611,-82.2399,182491,5100,1055,18249,0,0,182491,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00190,US,WTC,USD,FL,Florida,CNTY,Broward,26.1501,-80.2667,3221324,5100,1051,161066,0,0,3221324,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00191,US,WTC,USD,FL,Florida,CNTY,Monroe,24.9473,-81.0809,279723,5050,1051,13986,0,0,279723,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00192,US,WTC,USD,FL,Florida,CNTY,Broward,25.9049,-80.2323,103559,5050,1051,5178,0,0,103559,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00193,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4682,-80.4744,194776,5100,1051,9739,0,0,194776,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00194,US,WTC,USD,FL,Florida,CNTY,Collier,25.9813,-81.6522,333694,5100,1055,33369,0,0,333694,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00195,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5737,-80.4944,549105,5050,1051,27455,0,0,549105,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00196,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5845,-80.2699,552834,5100,1051,27642,0,0,552834,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00197,US,WTC,USD,FL,Florida,CNTY,Lee,26.3993,-81.8367,611844,5100,1051,30592,0,0,611844,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00198,US,WTC,USD,FL,Florida,CNTY,Collier,26.0015,-81.5395,203624,5350,1051,10181,0,0,203624,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00199,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5239,-80.2753,462476,5100,1051,9250,0,0,462476,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00200,US,WTC,USD,FL,Florida,CNTY,Broward,26.3957,-80.0187,167971,5350,1051,8399,0,0,167971,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00201,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.1302,-82.4709,207945,5100,1055,20794,0,0,207945,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00202,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7588,-81.0738,162246,5100,1051,8112,0,0,162246,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00203,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6136,-80.2616,129510,5100,1055,2590,0,0,129510,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00204,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4951,-80.4851,844860,5050,1055,42243,0,0,844860,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00205,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4192,-80.5078,617986,5050,1051,30899,0,0,617986,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00206,US,WTC,USD,FL,Florida,CNTY,Broward,26.1383,-80.33,785473,5150,1051,15709,0,0,785473,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00207,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5102,-80.5217,359923,5100,1055,17996,0,0,359923,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00208,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8915,-82.6665,665071,5050,1055,33254,0,0,665071,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00209,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.45,-80.3948,80382,5100,1055,8038,0,0,80382,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00210,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5738,-80.1519,714602,5350,1051,14292,0,0,714602,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00211,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9149,-82.6492,403679,5150,1051,8074,0,0,403679,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00212,US,WTC,USD,FL,Florida,CNTY,Lee,26.5866,-81.8397,587139,5100,1055,29357,0,0,587139,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00213,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6517,-80.4373,477971,5150,1055,9559,0,0,477971,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00214,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.818,-82.0879,153144,5100,1051,7657,0,0,153144,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00215,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9855,-82.6766,100079,5100,1051,5004,0,0,100079,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00216,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.87,-82.4862,192546,5100,1051,3851,0,0,192546,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00217,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6733,-80.5002,557512,5050,1055,27876,0,0,557512,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00218,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6089,-80.5741,618748,5100,1051,61875,0,0,618748,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00219,US,WTC,USD,FL,Florida,CNTY,Monroe,24.6624,-80.9983,111528,5100,1055,5576,0,0,111528,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00220,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6184,-80.2122,153906,5050,1051,7695,0,0,153906,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00221,US,WTC,USD,FL,Florida,CNTY,Broward,26.1865,-80.3468,190762,5150,1051,9538,0,0,190762,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00222,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.7113,-79.9989,258704,5100,1051,5174,0,0,258704,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00223,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8859,-82.6451,112076,5050,1051,2242,0,0,112076,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00224,US,WTC,USD,FL,Florida,CNTY,Monroe,24.9532,-80.9274,106615,5100,1055,5331,0,0,106615,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00225,US,WTC,USD,FL,Florida,CNTY,Broward,26.2508,-80.3931,175728,5150,1051,8786,0,0,175728,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00226,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7743,-81.0999,374267,5350,1051,7485,0,0,374267,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00227,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.685,-80.3963,130353,5150,1051,2607,0,0,130353,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00228,US,WTC,USD,FL,Florida,CNTY,Lee,26.7434,-81.8827,316317,5350,1051,31632,0,0,316317,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00229,US,WTC,USD,FL,Florida,CNTY,Pinellas,28.096,-82.8856,840891,5100,1051,16818,0,0,840891,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00230,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4872,-80.418,117843,5150,1051,5892,0,0,117843,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00231,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5173,-80.3986,293325,5150,1051,14666,0,0,293325,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00232,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.7985,-80.2215,817560,5150,1051,40878,0,0,817560,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00233,US,WTC,USD,FL,Florida,CNTY,Monroe,24.6942,-81.0813,245901,5150,1051,4918,0,0,245901,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00234,US,WTC,USD,FL,Florida,CNTY,Lee,26.4177,-81.954,216058,5100,1055,4321,0,0,216058,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00235,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7514,-81.0177,917665,5100,1051,45883,0,0,917665,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00236,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.992,-82.2909,269948,5100,1051,13497,0,0,269948,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00237,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6398,-80.1395,873678,5100,1051,17474,0,0,873678,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00238,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.8849,-82.1919,497849,5050,1051,24892,0,0,497849,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00239,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5426,-80.4294,261837,5100,1055,13092,0,0,261837,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00240,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5388,-80.4456,519324,5150,1051,10386,0,0,519324,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00241,US,WTC,USD,FL,Florida,CNTY,Collier,26.012,-81.5562,454842,5100,1055,22742,0,0,454842,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00242,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.1782,-82.2389,814928,5350,1051,16299,0,0,814928,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00243,US,WTC,USD,FL,Florida,CNTY,Broward,26.1798,-80.3434,220662,5150,1051,11033,0,0,220662,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00244,US,WTC,USD,FL,Florida,CNTY,Lee,26.6387,-81.821,360490,5100,1051,7210,0,0,360490,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00245,US,WTC,USD,FL,Florida,CNTY,Lee,26.5011,-81.802,330942,5050,1051,16547,0,0,330942,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00246,US,WTC,USD,FL,Florida,CNTY,Collier,26.0814,-81.4708,626032,5050,1051,31302,0,0,626032,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00247,US,WTC,USD,FL,Florida,CNTY,Lee,26.4786,-81.7222,148360,5100,1051,7418,0,0,148360,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00248,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.3848,-80.2866,812282,5350,1051,40614,0,0,812282,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00249,US,WTC,USD,FL,Florida,CNTY,Broward,26.0122,-80.2986,513579,5100,1051,51358,0,0,513579,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00250,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.4689,-80.1989,116367,5100,1051,5818,0,0,116367,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00251,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.675,-82.7098,952513,5100,1055,95251,0,0,952513,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00252,US,WTC,USD,FL,Florida,CNTY,Collier,25.9805,-81.6649,2237610,5100,1051,44752,0,0,2237610,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00253,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.7825,-80.3486,802106,5100,1055,40105,0,0,802106,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00254,US,WTC,USD,FL,Florida,CNTY,Broward,26.1456,-80.2907,1142760,5150,1051,22855,0,0,1142760,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00255,US,WTC,USD,FL,Florida,CNTY,Broward,26.2791,-80.3768,373992,5100,1051,18700,0,0,373992,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00256,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9911,-82.2914,87345,5350,1051,4367,0,0,87345,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00257,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0283,-82.3794,75025,5100,1055,7502,0,0,75025,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00258,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5199,-80.51,430750,5100,1055,21538,0,0,430750,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00259,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6624,-80.3766,212790,5150,1051,10640,0,0,212790,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00260,US,WTC,USD,FL,Florida,CNTY,Lee,26.6229,-81.8849,162670,5050,1055,3253,0,0,162670,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00261,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5523,-80.3421,330603,5100,1051,6612,0,0,330603,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00262,US,WTC,USD,FL,Florida,CNTY,Collier,26.156,-81.3814,581533,5050,1051,29077,0,0,581533,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00263,US,WTC,USD,FL,Florida,CNTY,Broward,26.2066,-80.2723,103924,5100,1051,2078,0,0,103924,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00264,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.555,-80.3515,239713,5100,1051,4794,0,0,239713,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00265,US,WTC,USD,FL,Florida,CNTY,Monroe,24.6877,-81.1078,1224403,5100,1051,122440,0,0,1224403,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00266,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4916,-80.5287,142298,5100,1051,14230,0,0,142298,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00267,US,WTC,USD,FL,Florida,CNTY,Broward,26.1587,-80.1417,718584,5050,1055,35929,0,0,718584,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00268,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6427,-80.4923,232664,5100,1055,11633,0,0,232664,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00269,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5307,-80.5044,548706,5350,1051,54871,0,0,548706,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00270,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6127,-80.4039,868480,5150,1051,17370,0,0,868480,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00271,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6671,-80.409,645688,5350,1051,32284,0,0,645688,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00272,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6718,-80.4903,742545,5100,1051,37127,0,0,742545,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00273,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7652,-80.4305,133539,5050,1051,13354,0,0,133539,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00274,US,WTC,USD,FL,Florida,CNTY,Lee,26.6777,-81.7771,880369,5100,1055,88037,0,0,880369,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00275,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.7999,-82.7806,171271,5100,1051,8564,0,0,171271,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00276,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.8184,-80.3394,432353,5100,1051,8647,0,0,432353,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00277,US,WTC,USD,FL,Florida,CNTY,Broward,26.0969,-80.2057,431887,5100,1051,21594,0,0,431887,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00278,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.7545,-80.1508,521678,5100,1051,10434,0,0,521678,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00279,US,WTC,USD,FL,Florida,CNTY,Collier,26.1068,-81.6621,461136,5100,1055,46114,0,0,461136,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00280,US,WTC,USD,FL,Florida,CNTY,Collier,26.0588,-81.7582,172542,5100,1051,3451,0,0,172542,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00281,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4292,-80.4745,113219,5050,1051,2264,0,0,113219,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00282,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5928,-80.4055,720134,5150,1051,36007,0,0,720134,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00283,US,WTC,USD,FL,Florida,CNTY,Broward,25.9941,-80.1834,406619,5100,1051,20331,0,0,406619,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00284,US,WTC,USD,FL,Florida,CNTY,Broward,26.2467,-80.4037,906941,5100,1055,90694,0,0,906941,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00285,US,WTC,USD,FL,Florida,CNTY,Lee,26.7017,-81.9085,335599,5350,1051,6712,0,0,335599,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00286,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5703,-80.1325,108124,5050,1055,10812,0,0,108124,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00287,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6402,-80.6381,778613,5100,1055,15572,0,0,778613,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00288,US,WTC,USD,FL,Florida,CNTY,Broward,26.0775,-80.1966,255905,5150,1051,5118,0,0,255905,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00289,US,WTC,USD,FL,Florida,CNTY,Lee,26.4872,-82.0182,463078,5050,1055,23154,0,0,463078,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00290,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6874,-80.3668,203184,5050,1051,4064,0,0,203184,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00291,US,WTC,USD,FL,Florida,CNTY,Collier,26.0961,-81.5753,1369403,5050,1051,68470,0,0,1369403,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00292,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.784,-80.2915,167900,5100,1051,3358,0,0,167900,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00293,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7518,-80.9449,263020,5150,1051,5260,0,0,263020,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00294,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7099,-80.6377,380930,5100,1055,19046,0,0,380930,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00295,US,WTC,USD,FL,Florida,CNTY,Collier,26.1097,-81.6785,140310,5100,1055,2806,0,0,140310,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00296,US,WTC,USD,FL,Florida,CNTY,Collier,26.1796,-81.5862,458672,5350,1051,22934,0,0,458672,0,MODEL,Manufactured,MODEL,Mobile Home
